variant,method,tpr_at_0.1pct_fpr,f1_at_0.1pct_fpr,tpr_at_1pct_fpr,f1_at_1pct_fpr,auc_roc,num_samples,path
paraphrasing,Binoculars,0.008340971585701192,0.016510931688288124,0.0918423464711274,0.16516937278496663,0.8538300344307166,33089,/Users/cynthia/Documents/CSCI544/CSCI544-FinalProject/Metrics/Binoculars/Binoculars-paraphrasing.json
paraphrasing,GPTZero,0.0056828597616865,0.011279905394341804,0.1545371219065077,0.2632113027866677,0.9225777397512523,32625,/Users/cynthia/Documents/CSCI544/CSCI544-FinalProject/Metrics/metrics_XGB_SVM_GPTZERO/recursive_paraphrase_depth_3/hc3_gpt_5_4_mini_recursive_paraphrase_depth_3_10000_clean_test_gptzero_like.json
paraphrasing,XGB,0.5638863428047662,0.7202481999648774,0.8890925756186985,0.9314831708839488,0.9959605847183316,32625,/Users/cynthia/Documents/CSCI544/CSCI544-FinalProject/Metrics/metrics_XGB_SVM_GPTZERO/recursive_paraphrase_depth_3/hc3_gpt_5_4_mini_recursive_paraphrase_depth_3_10000_clean_test_xgboost_tfidf.json
paraphrasing,SVM,0.3565536205316224,0.5249308413737266,0.8118240146654445,0.8864534854626432,0.9926477471569978,32625,/Users/cynthia/Documents/CSCI544/CSCI544-FinalProject/Metrics/metrics_XGB_SVM_GPTZERO/recursive_paraphrase_depth_3/hc3_gpt_5_4_mini_recursive_paraphrase_depth_3_10000_clean_test_svm_tfidf.json
