fpr,tpr,threshold
0.0,0.0,inf
0.000536480686695279,0.0,35.005912054636674
0.001072961373390558,0.0,22.429658560245112
0.001072961373390558,0.001609442060085837,16.67260909088115
0.003218884120171674,0.001609442060085837,16.05803901593885
0.003218884120171674,0.003218884120171674,14.106829316040093
0.0037553648068669528,0.003218884120171674,13.883058971878054
0.0037553648068669528,0.0037553648068669528,13.785761670360325
0.00536480686695279,0.0037553648068669528,13.379918044525718
0.00536480686695279,0.00536480686695279,13.04791794085866
0.005901287553648069,0.00536480686695279,12.748299378094384
0.005901287553648069,0.0075107296137339056,12.448095923852403
0.006974248927038627,0.0075107296137339056,12.257978041637916
0.006974248927038627,0.008047210300429184,12.210596459870093
0.008583690987124463,0.008047210300429184,12.123242475152265
0.008583690987124463,0.008583690987124463,11.88886930566124
0.009120171673819743,0.008583690987124463,11.784400980696518
0.009120171673819743,0.009120171673819743,11.751894117760687
0.0101931330472103,0.009120171673819743,11.614205510946219
0.0101931330472103,0.009656652360515022,11.255584407928776
0.011266094420600859,0.009656652360515022,11.190412702697861
0.011266094420600859,0.011802575107296138,10.6923675557966
0.012339055793991416,0.011802575107296138,10.647419812664403
0.012339055793991416,0.012339055793991416,10.55119174792005
0.013412017167381975,0.012339055793991416,10.363625833041466
0.013412017167381975,0.013412017167381975,10.169968654358145
0.015021459227467811,0.013412017167381975,9.951625503256725
0.015021459227467811,0.013948497854077254,9.922388417996284
0.016094420600858368,0.013948497854077254,9.905841731862811
0.016094420600858368,0.014484978540772532,9.903841955382635
0.016630901287553648,0.014484978540772532,9.861198615997791
0.016630901287553648,0.01555793991416309,9.652281439619246
0.017703862660944206,0.01555793991416309,9.402134673751448
0.017703862660944206,0.017167381974248927,9.37814180252862
0.018240343347639486,0.017167381974248927,9.354991543275139
0.018240343347639486,0.018240343347639486,9.247273012399372
0.018776824034334765,0.018240343347639486,9.217832309343983
0.018776824034334765,0.018776824034334765,9.167552506214152
0.01984978540772532,0.018776824034334765,9.121348077866953
0.01984978540772532,0.019313304721030045,9.078692814087313
0.02092274678111588,0.019313304721030045,9.06028360752536
0.02092274678111588,0.01984978540772532,9.004981090417148
0.023068669527896997,0.01984978540772532,8.959113259451307
0.023068669527896997,0.02145922746781116,8.885135937839316
0.02467811158798283,0.02145922746781116,8.835202978464254
0.02467811158798283,0.023605150214592276,8.646791668429213
0.02521459227467811,0.023605150214592276,8.640865765073075
0.02521459227467811,0.027896995708154508,8.432712248893708
0.02575107296137339,0.027896995708154508,8.328079818737343
0.02575107296137339,0.028433476394849784,8.314734566935675
0.029506437768240343,0.028433476394849784,8.161091763491157
0.029506437768240343,0.028969957081545063,8.154964888659935
0.03165236051502146,0.028969957081545063,8.125259502457174
0.03165236051502146,0.029506437768240343,8.102250415067449
0.032188841201716736,0.029506437768240343,8.101812000439548
0.032188841201716736,0.030042918454935622,8.095822081492194
0.03272532188841202,0.030042918454935622,8.07264485051736
0.03272532188841202,0.0305793991416309,8.068742717046103
0.03379828326180258,0.0305793991416309,8.051601490983314
0.03379828326180258,0.03165236051502146,8.010864883392195
0.034334763948497854,0.03165236051502146,7.99984671087516
0.034334763948497854,0.03379828326180258,7.9282656440819155
0.03594420600858369,0.03379828326180258,7.895492260792258
0.03594420600858369,0.034334763948497854,7.889828185416468
0.03648068669527897,0.034334763948497854,7.854897162211291
0.03648068669527897,0.03540772532188841,7.753152966310011
0.03701716738197425,0.03540772532188841,7.732766576901193
0.03701716738197425,0.03594420600858369,7.698166631390797
0.03755364806866953,0.03594420600858369,7.6330947143705865
0.03755364806866953,0.03755364806866953,7.585884981922851
0.038090128755364806,0.03755364806866953,7.57934426410964
0.038090128755364806,0.039163090128755365,7.526728122218052
0.03969957081545064,0.039163090128755365,7.514054996784718
0.03969957081545064,0.040236051502145924,7.501695940985554
0.04130901287553648,0.040236051502145924,7.465716734296013
0.04130901287553648,0.0407725321888412,7.44765744626123
0.04238197424892704,0.0407725321888412,7.435419525157902
0.04238197424892704,0.04345493562231759,7.331945680839417
0.04345493562231759,0.04345493562231759,7.278286178512112
0.04345493562231759,0.043991416309012876,7.240971380294748
0.043991416309012876,0.043991416309012876,7.228603716235669
0.043991416309012876,0.045064377682403435,7.1772885911820214
0.04452789699570815,0.045064377682403435,7.170244376514547
0.04452789699570815,0.048283261802575105,7.140585783851584
0.04560085836909871,0.048283261802575105,7.12098797962708
0.04560085836909871,0.04881974248927039,7.114799429780704
0.04667381974248927,0.04881974248927039,7.077711821038147
0.04667381974248927,0.04935622317596566,7.06440255812613
0.04721030042918455,0.04935622317596566,7.042971980324495
0.04721030042918455,0.05042918454935622,7.040952578390721
0.04774678111587983,0.05042918454935622,7.037440046614716
0.04774678111587983,0.05257510729613734,6.987584501737835
0.048283261802575105,0.05257510729613734,6.973739070509755
0.048283261802575105,0.053111587982832616,6.971226340445467
0.04935622317596566,0.053111587982832616,6.949910903219722
0.04935622317596566,0.0536480686695279,6.9472780656651185
0.049892703862660946,0.0536480686695279,6.944617885646164
0.049892703862660946,0.054184549356223174,6.915057075658005
0.05150214592274678,0.054184549356223174,6.896649225464424
0.05150214592274678,0.055793991416309016,6.889764341913083
0.05257510729613734,0.055793991416309016,6.87926194608497
0.05257510729613734,0.05686695278969957,6.85810603821138
0.05472103004291846,0.05686695278969957,6.822152701840378
0.05472103004291846,0.05740343347639485,6.822044921292688
0.05633047210300429,0.05740343347639485,6.772575866565893
0.05633047210300429,0.059012875536480686,6.753579843194487
0.05740343347639485,0.059012875536480686,6.744103008797741
0.05740343347639485,0.06062231759656652,6.717483236387411
0.05847639484978541,0.06062231759656652,6.696842556435054
0.05847639484978541,0.0611587982832618,6.694936211599554
0.05954935622317597,0.0611587982832618,6.678876978522217
0.05954935622317597,0.06330472103004292,6.665504944830347
0.060085836909871244,0.06330472103004292,6.659432442337632
0.060085836909871244,0.06491416309012875,6.6228406842197245
0.06062231759656652,0.06491416309012875,6.6205556303886555
0.06062231759656652,0.06652360515021459,6.598488251223803
0.0611587982832618,0.06652360515021459,6.595510020185347
0.0611587982832618,0.06813304721030043,6.574319273151692
0.06276824034334764,0.06813304721030043,6.5509549575900925
0.06276824034334764,0.06920600858369098,6.52990557148474
0.06330472103004292,0.06920600858369098,6.505757628989948
0.06330472103004292,0.07081545064377683,6.489727352191462
0.0638412017167382,0.07081545064377683,6.487573134144428
0.0638412017167382,0.07618025751072961,6.401972755534647
0.06491416309012875,0.07618025751072961,6.399054398237853
0.06491416309012875,0.07832618025751073,6.382758957128226
0.06545064377682404,0.07832618025751073,6.3803551069053395
0.06545064377682404,0.078862660944206,6.371012561057633
0.06759656652360516,0.078862660944206,6.354433548114548
0.06759656652360516,0.07939914163090128,6.345677142096042
0.06866952789699571,0.07939914163090128,6.331332474255901
0.06866952789699571,0.08100858369098712,6.312181374510288
0.06974248927038626,0.08100858369098712,6.302466407864554
0.06974248927038626,0.0815450643776824,6.2828677376388
0.0713519313304721,0.0815450643776824,6.265467943332012
0.0713519313304721,0.08315450643776824,6.254310632205697
0.07188841201716738,0.08315450643776824,6.253932668367936
0.07188841201716738,0.0842274678111588,6.242901610553233
0.07242489270386267,0.0842274678111588,6.239100552583505
0.07242489270386267,0.08476394849785408,6.236947270644926
0.07296137339055794,0.08476394849785408,6.209200331189176
0.07296137339055794,0.08583690987124463,6.172472473906405
0.0740343347639485,0.08583690987124463,6.153926532704951
0.0740343347639485,0.08690987124463519,6.146055106822897
0.07510729613733906,0.08690987124463519,6.139413173512269
0.07510729613733906,0.08798283261802575,6.132281461157039
0.07564377682403434,0.08798283261802575,6.127305218977048
0.07564377682403434,0.09012875536480687,6.107845369467006
0.07671673819742489,0.09012875536480687,6.099095266899836
0.07671673819742489,0.0917381974248927,6.082766405842973
0.07725321888412018,0.0917381974248927,6.071379942538628
0.07725321888412018,0.09281115879828326,6.06696974947184
0.07778969957081545,0.09281115879828326,6.065872320200978
0.07778969957081545,0.09388412017167382,6.054609203172423
0.078862660944206,0.09388412017167382,6.052843064915209
0.078862660944206,0.0944206008583691,6.051330044215658
0.07993562231759657,0.0944206008583691,6.045452728244041
0.07993562231759657,0.09495708154506438,6.044735033365255
0.08100858369098712,0.09495708154506438,6.039135186632258
0.08100858369098712,0.09549356223175966,6.0275585485327525
0.0815450643776824,0.09549356223175966,6.023600879166491
0.0815450643776824,0.09603004291845493,6.0202232014641295
0.08208154506437768,0.09603004291845493,6.0178266071457625
0.08208154506437768,0.09656652360515021,6.015227156025521
0.08315450643776824,0.09656652360515021,6.012260702684507
0.08315450643776824,0.09817596566523605,5.98299224494608
0.0842274678111588,0.09817596566523605,5.966826439015037
0.0842274678111588,0.09871244635193133,5.964450509540429
0.08530042918454936,0.09871244635193133,5.962359192162885
0.08530042918454936,0.10032188841201717,5.94788352226534
0.08690987124463519,0.10032188841201717,5.913097874215857
0.08690987124463519,0.10354077253218884,5.890061231859219
0.08744635193133048,0.10354077253218884,5.885252399141061
0.08744635193133048,0.1046137339055794,5.8846812773523265
0.08798283261802575,0.1046137339055794,5.8839395552161475
0.08798283261802575,0.1072961373390558,5.854731708040392
0.09012875536480687,0.1072961373390558,5.842403735731847
0.09012875536480687,0.10783261802575107,5.840487818659505
0.09388412017167382,0.10783261802575107,5.8055182559592255
0.09388412017167382,0.10836909871244635,5.804837607824846
0.09549356223175966,0.10836909871244635,5.7937146116787535
0.09549356223175966,0.10997854077253219,5.779703860897914
0.09603004291845493,0.10997854077253219,5.7746271179449025
0.09603004291845493,0.11051502145922747,5.762651601282467
0.09656652360515021,0.11051502145922747,5.7621328542158485
0.09656652360515021,0.11105150214592274,5.756214266245631
0.0971030042918455,0.11105150214592274,5.75227770025291
0.0971030042918455,0.11212446351931331,5.747915275285813
0.09763948497854077,0.11212446351931331,5.731871381332022
0.09763948497854077,0.11266094420600858,5.730248666191502
0.09817596566523605,0.11266094420600858,5.72613334403935
0.09817596566523605,0.11319742489270386,5.720402563069053
0.10032188841201717,0.11319742489270386,5.67590495888479
0.10032188841201717,0.11427038626609443,5.653899601443353
0.10139484978540772,0.11427038626609443,5.640889295600413
0.10139484978540772,0.1148068669527897,5.639113567903083
0.10246781115879829,0.1148068669527897,5.629628694493555
0.10246781115879829,0.11534334763948498,5.625406483476483
0.10300429184549356,0.11534334763948498,5.624057340079033
0.10300429184549356,0.11587982832618025,5.6218586763280625
0.10407725321888411,0.11587982832618025,5.619936755803357
0.10407725321888411,0.11641630901287553,5.619805795988965
0.10515021459227468,0.11641630901287553,5.605324325824154
0.10515021459227468,0.11695278969957082,5.598518499446944
0.10568669527896996,0.11695278969957082,5.597467049993251
0.10568669527896996,0.1174892703862661,5.596288358229409
0.10622317596566523,0.1174892703862661,5.593042435056407
0.10622317596566523,0.11856223175965665,5.591843024506176
0.10675965665236052,0.11856223175965665,5.5772536368498695
0.10675965665236052,0.11909871244635194,5.57697781331537
0.10944206008583691,0.11909871244635194,5.559288067964508
0.10944206008583691,0.12017167381974249,5.555837029806256
0.10997854077253219,0.12017167381974249,5.5525403042453805
0.10997854077253219,0.12124463519313304,5.549798033384548
0.11266094420600858,0.12124463519313304,5.528691229114547
0.11266094420600858,0.12178111587982833,5.528346117318903
0.11319742489270386,0.12178111587982833,5.520744179979007
0.11319742489270386,0.12285407725321888,5.519216601561396
0.11373390557939914,0.12285407725321888,5.515224238390844
0.11373390557939914,0.12392703862660945,5.512549495597116
0.11427038626609443,0.12392703862660945,5.500508506964823
0.11427038626609443,0.125,5.464023771388461
0.1148068669527897,0.125,5.459662361544903
0.1148068669527897,0.1255364806866953,5.45654969004434
